0,1,2,3,4,5,6,7,8,task
-1.599413618,-0.539288404,2.018440187,1.828177112,0.946823741,-0.375185262,0.863185344,0.637332653,0.543836247,0
0.183303535,0.692831069,2.063839127,1.339957473,1.500634932,-0.619735284,1.252159694,1.110481781,0.853687792,0
-0.777196078,-0.176095834,1.455073014,1.030473549,0.744471,-0.119795527,0.424693971,0.506349865,0.501563352,0
-0.006514009,0.609594904,1.32383585,0.603494697,1.245548301,-0.664383198,1.086823829,0.878877049,0.576473042,0
-1.318675519,-0.485019761,2.158567802,2.251151812,0.44775383,-0.473619566,0.428154827,0.513468353,0.555902497,0
0.913459356,3.028909174,2.60633263,1.646131153,0.32372692,0.035591129,3.369939854,2.888442204,2.12999551,0
1.049569885,2.502067983,1.510767036,0.594827788,2.707375894,-0.279194863,1.577175203,1.06875512,0.799085239,0
-0.070182833,0.198862054,1.413608241,0.919342357,1.350464994,-0.251589142,0.831879223,0.717801699,0.594248992,0
0.814635962,0.648494576,1.446054074,1.023326401,0.416270144,-0.281678516,0.114039666,0.353014972,0.467119132,0
-0.464124618,-0.12020236,1.511800226,1.240181903,0.957010189,-0.470559737,0.232601989,0.362653572,0.42038064,0
0.435132753,0.141404505,0.907480528,0.683384948,0.854124639,3.069014877,0.610635484,0.457596846,0.288847586,0
-0.431240749,0.072199069,1.395666976,0.975040161,1.59122997,2.848098195,1.174378981,0.903886817,0.751899016,0
-0.240563299,0.152008739,1.237682389,0.700907513,2.126110095,-0.338903542,1.261805378,0.82600887,0.563699538,0
-0.975038774,-0.282379134,1.210369003,0.918081442,0.988278389,-0.383614211,1.031055815,0.721877808,0.550742521,0
-0.934578157,-0.361324495,0.879180814,0.624257504,0.106256264,-0.277798297,-0.079828446,0.098121796,0.205911896,0
-0.691140676,-0.30920003,1.107403212,0.798999689,0.407248776,-0.179665271,0.251808857,0.369607079,0.355688745,0
-1.17629768,-0.426674561,1.12764743,0.868955028,0.172454636,-0.656156996,0.202816167,0.29984955,0.345323095,0
0.057900877,-0.017321504,0.669387683,0.457497074,1.062601258,2.37783707,0.476432764,0.344083134,0.222949595,0
-0.355099707,-0.117055934,1.263279905,1.056932176,0.392381818,-0.61914051,0.121666376,0.218912689,0.282960876,0
-0.723266942,-0.280164301,1.139461319,0.885105907,1.046825811,-0.371823099,0.484567564,0.470839137,0.450649564,0
-1.801790789,-0.644274855,0.886613699,0.690081794,0.549430691,-0.401491233,0.341288257,0.318579437,0.241465227,0
0.014841238,-0.02516831,0.798735616,0.681045121,-0.170286532,1.123586864,-0.165970855,0.083845883,0.218472516,0
2.402795876,3.094808906,1.207499301,0.547259259,2.431920697,-0.342790071,1.273580027,0.785389135,0.447138501,0
1.436733658,1.983233942,1.475169416,0.679419524,2.3242916,1.291071389,1.489373629,0.854972469,0.45748074,0
0.104451159,0.053106291,1.219325912,1.018152684,0.239494522,2.606448543,0.328638722,0.358009131,0.343667037,0
-0.514746797,-0.076392712,1.666470335,1.217714722,2.340934906,0.000332655,1.107522588,0.592087179,0.467504475,0
-1.53300695,-0.58437477,1.272928116,1.315071932,0.857500802,-0.421007459,0.165757757,0.233955078,0.316674901,0
-1.312271281,-0.516998768,0.733609831,0.538556987,0.908722907,0.21397065,0.424309612,0.33659995,0.241871586,0
-0.511264337,-0.073933111,1.639606957,1.201094895,1.675320711,0.281817821,1.103529756,0.588836519,0.465009288,0
-1.10941364,-0.460180143,0.633105571,0.466047766,-0.149636162,-0.651780336,-0.081872836,0.090149014,0.142130996,0
-0.191748637,-0.172410107,1.019507837,0.88918833,0.928927188,0.116135804,0.211626595,0.238809701,0.209305743,0
0.300034558,0.477320252,1.828823055,1.367592855,0.19588164,0.218816332,0.481102723,0.560119438,0.634522219,0
0.459111497,0.193989912,0.601226377,0.389620494,0.956314662,-0.451626622,0.392006454,0.315356793,0.212493257,0
-1.037894811,-0.168340866,1.304761088,0.58985208,4.702350409,-0.673038442,2.162626133,0.973784834,0.428973018,0
-0.262480937,0.003493321,0.643433279,0.33378967,1.480619701,1.7399307,0.692787567,0.532739877,0.38298418,0
-0.389626701,0.168595989,1.492774334,0.777614823,1.811591434,-0.674551209,1.084929237,0.604593294,0.360120901,0
-0.790641634,-0.133205695,1.816796457,1.253592752,1.398903652,0.751309984,1.005455662,0.688138225,0.56653826,0
-0.805975204,-0.367461736,0.405824952,0.180737666,-0.409476066,-0.677672272,-0.096512448,-0.021162663,0.047959432,0
-1.115637633,-0.467166227,0.509928532,0.294745717,0.15151144,-0.475772488,0.05865206,0.139008761,0.11191475,0
-0.774131902,-0.171384436,1.063560625,0.517509778,1.433669027,-0.429962033,0.843085913,0.588488604,0.43173124,0
0.932224474,0.052003627,0.110533319,0.227077522,-0.573051947,1.348670264,-0.459718863,-0.208291491,-0.100951497,0
-1.022163303,-0.328308331,1.231248525,0.71008394,0.094798662,-0.566484102,0.029437542,0.184932975,0.232455429,0
0.029832283,0.006206304,0.360188376,0.10806926,1.479798961,-0.187031316,0.77798279,0.50151782,0.212911005,0
0.854641626,0.456091795,0.968034789,0.601011606,1.295431291,-0.660027244,0.409201463,0.295015495,0.188581827,0
0.58349704,0.090972485,0.517321153,0.370775039,0.813389264,-0.507098446,0.347314507,0.247452263,0.070838403,0
-0.172221128,-0.130343747,0.795173887,0.636364599,0.0182946,-0.005199834,0.085452369,0.173667699,0.196518137,0
0.083080139,-0.03720182,0.743349065,0.632633765,0.527637966,-0.225333726,0.206151997,0.146286744,0.172410235,0
-0.173631526,-0.195116287,0.640439775,0.440233864,1.330476669,0.406352884,0.487399756,0.309098234,0.13646118,0
0.305991844,-0.04620953,0.563131022,0.6299083,0.273080666,-0.302662578,0.046453637,0.150411617,0.146488117,0
-0.314032851,-0.022939187,0.701276313,0.291209991,0.441763565,-0.65728917,0.102640221,0.157795137,0.17822737,0
-0.975696579,-0.343645668,0.562410408,0.251815665,1.801739776,-0.628244904,0.993577037,0.550280014,0.272567595,0
-0.18805302,-0.142992661,0.538919118,0.263349602,-0.391857643,-0.67734636,-0.267401882,-0.022768169,0.009966873,0
0.348918445,1.051431403,2.026048512,1.254892145,1.51583003,-0.430592403,0.91967571,0.780255461,0.789657402,0
0.335981919,1.198194691,2.061777223,1.165913498,1.040127305,0.68903123,0.948450896,0.791892455,0.799071458,0
-1.628082844,-0.605629731,0.473293112,0.24619667,0.431398137,-0.543879805,0.09212341,0.179173092,0.131184729,0
0.725533686,0.400182812,0.66905697,0.295421032,0.424859501,-0.629509515,0.318976638,0.302912604,0.149760208,0
-0.516753503,0.140574609,1.392398371,0.63939204,1.190478332,-0.676320856,1.050854826,0.531775959,0.233719819,0
-0.440086735,-0.172388423,0.476978798,0.242064398,0.527676159,2.965885127,0.395037687,0.374698574,0.288078565,0
-1.710535744,-0.623296129,0.341634037,0.257706704,-0.007081024,-0.525619779,-0.059704066,0.060297629,0.093637921,0
-0.565841754,0.008539938,1.995747653,1.407370711,1.170796941,-0.612056643,1.792697457,1.246603461,0.775540945,0
-0.867499293,-0.247236515,0.732756437,0.353254616,0.456260449,-0.450655994,0.304837841,0.254739063,0.270917435,0
-0.321761974,-0.222799862,0.86981365,0.741899086,0.626084922,1.517289833,0.186051786,0.166606496,0.207663272,0
0.088524336,-0.089147294,0.434035967,0.411898214,0.593085138,0.010615786,0.223388928,0.161658324,0.116742365,0
1.239132414,0.802796613,0.701427157,0.353875435,1.068787785,-0.606935965,0.670063819,0.473017885,0.259532725,0
0.694422048,0.2621334,0.276862495,-0.00919871,0.29568159,-0.37418937,0.225962553,0.205121355,0.073227098,0
-1.451252469,-0.600593142,0.551623173,0.518169065,0.38053169,-0.666217328,-0.0071267,0.091864232,0.100118327,0
-0.549438056,-0.078205146,0.708307773,0.240009692,1.169537843,0.112440455,0.678928853,0.438935968,0.274488765,0
-1.26171128,-0.521417923,0.901755589,0.738334672,-0.077906487,-0.40078906,0.012085289,0.142574749,0.197179911,0
0.978833225,0.32623527,0.272715606,0.182048312,0.413785564,-0.660913205,0.155831569,0.08066318,0.078532836,0
-1.115169575,-0.375534921,0.617560174,0.123598415,0.29307933,-0.675105008,0.526646973,0.294735403,0.211248166,0
-0.865618421,-0.229327614,2.134796328,2.0808464,-0.712118437,1.199845064,-0.046264227,0.122864204,0.358350237,0
0.141676766,1.019540014,2.464575581,1.567831517,1.194117942,-0.67487605,1.115695342,0.965717184,0.952888804,0
1.36731631,0.487057223,0.674821259,0.477420212,1.876670558,-0.039888531,0.426302108,0.193586796,0.121303893,0
0.32679573,2.243581221,2.804466501,1.880609196,0.85426799,-0.555865194,3.301301945,2.569196865,1.939475429,0
-0.199255409,0.000463935,1.488968285,1.024505408,0.024772698,-0.4932596,0.238282986,0.247361316,0.277102852,0
-0.031323925,0.243305665,1.64474182,1.082569742,0.328600314,1.495794009,0.970616396,0.742593707,0.597316691,0
0.129741281,0.044832126,0.307012338,0.213469724,0.226412763,-0.251679321,0.14563747,0.150717683,0.150544172,0
-1.029072732,-0.501433092,0.31539457,0.41734546,-0.511487335,-0.67147793,-0.361697691,-0.102303016,0.036320303,0
-0.587578374,-0.237442948,0.122693481,-0.081431508,0.017702841,-0.615239349,0.210068208,0.133239495,0.080418213,0
0.66540938,0.68313493,1.069697728,0.434690784,1.962369458,0.376349243,1.12960161,0.544277696,0.222971794,0
-0.489995323,0.119421088,1.415871619,0.6656743,2.038993528,3.237457303,1.040063462,0.525621073,0.328576753,0
0.132467342,-0.179505318,0.161817577,0.169036795,0.463890528,-0.260403912,0.169989339,0.140396364,0.040676861,0
0.810918938,0.453541023,1.006595552,0.621638086,0.861877298,-0.514896477,0.450329805,0.319011319,0.204562672,0
-1.125342845,-0.377991981,0.740520151,0.344520917,-0.077437635,0.664638194,0.304593331,0.117023544,0.087157311,0
-0.308864899,-0.269520875,0.458675106,0.39626351,-0.10861236,-0.470500809,-0.242733972,-0.070720224,0.02622449,0
-0.231040202,-0.257581745,0.758738033,0.818999104,0.0205451,0.138651917,-0.015278764,0.041241916,0.117779666,0
0.285215648,0.463184398,0.66424715,0.146032723,2.227189064,-0.583672763,0.581168538,0.286544758,0.135440061,0
0.413786183,0.418395181,0.590065387,0.157434984,0.779170045,4.842853874,0.905463949,0.482082225,0.204049117,0
1.057728417,0.681399319,0.639874126,0.265039314,-0.929879782,-0.229319583,0.007310752,-0.000728748,0.046703699,0
0.248235983,-0.162244832,0.025454973,0.04780247,0.222330271,-0.447222331,0.112142158,0.117055429,0.030848533,0
0.904832674,0.714219333,1.405039687,0.944524444,0.077751392,0.270552598,0.365945363,0.415434345,0.405379936,0
0.947264083,1.616061093,1.19194272,0.471314065,1.965053613,-0.139914807,1.107849552,0.751198427,0.498566897,0
-1.106202808,-0.428984498,0.173958272,-0.048411821,1.504715432,-0.650591964,0.530099316,0.223361601,0.070492013,0
-1.024849592,-0.308539105,1.731256561,1.35303156,-0.388470783,-0.646677536,0.622523549,0.552092651,0.538801236,0
-1.494449143,-0.537766676,1.357326408,1.144178843,-0.270208846,3.522981028,0.261294266,0.292134708,0.349941643,0
-0.734286456,-0.127891069,1.715903122,1.186516105,-0.177697781,5.433830798,0.889741631,0.624121987,0.51921331,0
-0.877893417,-0.397957264,0.340705849,0.163083832,0.66966359,-0.202124023,-0.071343478,-0.022255752,0.034156298,0
-0.171505544,-0.217172731,-0.198896381,-0.232422792,-1.711984551,0.056414163,-0.151377671,-0.17620051,-0.193385541,0
0.110604258,-0.11333868,-0.009482854,-0.118458609,-0.514614131,2.070469074,-0.281343538,-0.101591062,-0.060443482,0
-0.715747428,-0.353802259,0.196874602,0.031343975,-0.08144144,-0.544222432,0.047313269,0.042428142,0.032512415,0
-0.74386416,-0.354939504,0.328071446,0.16848511,0.814054337,-0.456399498,0.256314509,0.125137639,0.071298329,0
2.177294063,1.495794566,-0.260326532,-0.259146511,1.402848237,-0.044864877,0.473057559,0.241410166,0.093464777,0
-0.286781539,0.193573052,1.308789643,0.654260404,0.828013238,-0.670525514,0.903450864,0.510339187,0.299595517,0
-1.543859748,-0.58701958,0.253534754,0.027703922,0.891969464,-0.669133617,0.053308474,0.035385651,-0.010071809,0
-1.026884625,-0.475624475,-0.013384498,-0.081930739,0.117141766,0.284806603,-0.009514018,0.053950148,0.019742885,0
-1.234091281,-0.504569852,0.208753875,0.119306059,0.968353995,-0.369676442,0.172383058,0.06849634,0.053326036,0
-1.447119257,-0.522052237,0.522674353,0.146286589,2.203914219,-0.284444093,0.905592016,0.32394503,0.065620626,0
-0.282581689,0.358425915,0.878530066,0.236366884,-0.466966277,-0.621338002,0.403189109,0.326606714,0.304254713,0
-1.183894944,-0.528104857,0.356364784,0.268496077,-0.359629794,-0.228951393,-0.215525375,-0.063585612,-0.00111109,0
-1.210746547,-0.509557266,0.115528867,0.034268742,0.003613524,-0.100433223,-0.173992637,-0.047684969,-0.003210645,0
-1.051984194,-0.387073034,0.76184708,0.290850186,0.640772023,0.64496832,0.229079259,0.147388651,0.057106967,0
-0.224532635,-0.244385495,0.312086769,0.24950673,0.111166337,0.926459939,-0.069413508,-0.051733667,0.005641803,0
1.507438526,0.705702742,0.187488741,-0.078076478,1.424528998,-0.474304179,0.633578908,0.263985494,0.042832426,0
-0.475991897,0.062253911,2.230916345,1.860027112,-0.095919373,0.639730884,0.17382877,0.523280543,0.724472651,0
-0.08379705,-0.202717805,0.586340691,0.574952788,-0.164676255,-0.676478043,-0.14666605,-0.004621243,0.089348217,0
-0.89893579,-0.439895312,0.10069725,-0.029179217,0.504732123,0.260350876,0.174461484,0.130948596,0.010383046,0
-0.795859742,-0.296324471,0.819811674,0.443285232,0.752113698,1.082055333,0.194423961,0.127456799,0.106762735,0
1.285218878,0.550527917,-0.089031305,-0.122187168,0.557502608,-0.60832983,0.052233561,0.023938222,0.003692767,0
0.426206582,0.498781501,0.807410935,0.33371723,1.702807893,-0.47838421,0.292361464,0.131131006,0.070087919,0
-0.813779603,-0.338709766,0.467402905,0.183430045,-0.119070045,-0.39758979,0.012978551,-0.022060535,-0.012411973,0
0.193288328,0.230976486,0.858243978,0.31668359,-0.623065072,0.683432037,-0.05361069,0.021826191,0.114241746,0
-1.611992372,-0.628951845,0.065844514,-0.007748936,-0.084277964,-0.571664122,-0.186680525,-0.050444561,-0.02848884,0
0.330684571,0.019678688,0.294934772,0.156906166,-0.432031248,0.818781216,-0.171679552,-0.020998758,0.003642512,0
-0.890752944,-0.26303967,0.793841057,0.2685043,1.565827053,-0.610832583,0.319910832,0.192087298,0.080132039,0
0.139169877,0.552854369,3.790671392,4.62714571,0.207322617,-0.483015988,0.646241506,0.895928329,1.168866388,0
-0.044500409,-0.190024522,0.110355644,0.082334597,-0.193721699,-0.606308405,-0.096738657,-0.011001374,0.028976721,0
0.837331232,0.202757408,-0.050119463,-0.087382442,0.644909614,-0.624262382,-0.087020533,-0.038443413,-0.061265966,0
-0.92851947,-0.363240547,0.290196883,0.020379292,-0.485475181,0.04024519,-0.127131338,-0.058254897,-0.006533457,0
-0.309959324,-0.136575682,0.582621439,0.291376047,0.918812178,-0.532423896,0.298845367,0.127127715,0.068673666,0
-0.912925755,-0.477943745,0.287113758,0.206824012,0.253164673,0.433221151,-0.012576203,0.01181997,0.000645845,0
-0.276936176,0.433139808,1.465704121,0.690364087,1.381038887,-0.535114229,0.964372347,0.728901044,0.483407241,0
-0.182070495,-0.31142165,0.11516414,0.200158058,0.022230729,-0.540872019,-0.156117165,-0.070445344,-0.011860723,0
-1.199935669,-0.510443278,0.400847505,0.196624366,0.800017944,3.153248264,0.078530655,-0.000866491,-0.016201888,0
0.114126323,0.430912603,1.89207082,1.347536581,2.471647038,-0.497852712,1.436729206,1.087559862,0.89278335,0
-0.827666382,-0.303612726,0.945213642,0.51873407,0.367257711,1.051224765,0.192610758,0.143400705,0.123432727,0
-1.446760958,-0.600544346,-0.128005726,-0.08499628,-0.675111455,-0.667442402,-0.406380001,-0.135718172,-0.063438965,0
1.854734615,0.932312185,0.135491862,-0.030643707,1.509636654,-0.5823392,0.589009052,0.243340715,0.032582939,0
0.720586273,0.158285276,0.024290463,-0.067813997,0.416652766,-0.466429932,0.213480711,0.106471238,0.019730178,0
-0.657308644,-0.39268173,-0.026594984,-0.083961889,0.852502335,-0.669296293,0.059967345,-0.00820698,-0.067827163,0
0.894759212,0.399726818,0.090992678,-0.104028274,0.68058764,0.011679365,0.116680154,0.034289162,-0.063467168,0
0.457294282,1.766585156,2.263264231,1.477592251,0.378413414,-0.170387834,1.318279504,1.371058057,1.300614706,0
-0.338372688,0.126066179,1.282647205,0.634581495,0.950796596,-0.386143813,1.080873166,0.640010085,0.464272891,0
1.08035806,0.257871785,-0.143177481,-0.155590262,-0.390694447,-0.595864542,-0.363530547,-0.165863621,-0.120942877,0
0.228621803,0.794859391,1.244965775,0.535182107,0.864726736,-0.577018725,0.315833728,0.33677292,0.369988035,0
1.792107468,0.835495295,0.196550195,0.021546054,1.644088696,0.763831684,0.271375993,0.119089461,0.021751174,0
-0.184398974,-0.268133781,-0.072908369,-0.109788985,0.131527389,2.39511772,-0.150366807,-0.103430548,-0.072557071,0
0.486887911,-0.050362865,-0.059855096,-0.050119844,0.579749446,0.999469491,0.085913651,-0.013778349,-0.134993514,0
-1.852984024,-0.680256031,0.14044618,0.13364922,0.561878802,-0.355111887,0.07003225,0.027811712,-0.053186131,0
-0.715422906,-0.086587557,0.723831957,0.154484736,0.556092159,1.624703597,0.731909905,0.300924455,0.070887979,0
-0.396168392,-0.340278163,-0.167896006,-0.012848926,0.10709699,-0.469030647,0.083719657,0.032515145,0.004999032,0
-1.261017417,-0.488494398,0.484309886,0.097805939,0.301102986,5.974356457,-0.079928817,-0.032123053,-0.095549355,0
-0.793429922,-0.471687703,-0.288232414,-0.130177772,-0.231391469,-0.664070506,-0.250437066,-0.116743408,-0.098073057,0
1.531427707,0.43995499,-0.120213614,-0.055372917,0.006095691,1.28471135,-0.282862656,-0.134920718,-0.068537977,0
0.212983015,-0.092102874,0.068937196,-0.083093933,-0.48431719,2.52692028,-0.289238003,-0.184347543,-0.130469111,0
-0.448116515,-0.050986162,0.907545477,0.490693773,0.416192403,-0.483042535,-0.075172852,0.004527422,0.04447257,0
-0.914392968,-0.466353712,0.048501576,0.006971189,0.622459422,1.475681596,0.003540484,-0.007996236,-0.035107438,0
0.311333441,-0.040804448,0.24452209,0.181835473,-0.14625855,-0.492405719,-0.281185885,-0.080318386,-0.018906921,0
-1.249581849,-0.468387594,0.500250098,0.107663418,0.553912106,0.129737959,0.385615313,0.166501766,0.025900148,0
-1.548441594,-0.601787212,0.156772153,-0.037960402,1.148682145,-0.298932434,0.250640733,0.094652098,-0.064756009,0
0.637987648,0.039197099,-0.277649917,-0.205029516,0.207163481,-0.623115513,-0.195292613,-0.096484091,-0.113520444,0
0.089432574,-0.068572535,0.068106991,0.004314708,0.390459197,-0.606420025,0.093553195,0.015929258,0.006940908,0
0.493745324,0.140852256,-0.019010466,-0.082831778,0.545619155,1.660022194,0.089720992,0.003735444,0.002013405,0
0.577491855,-0.05404035,-0.135057732,-0.003966561,-0.268766325,-0.652889475,-0.275225685,-0.16778832,-0.09536113,0
-1.317291492,-0.519489212,0.100187777,-0.152613931,0.937102431,-0.585736138,0.082488426,0.046574484,-0.018286041,0
-0.802366094,-0.362325751,0.281390916,0.033874975,0.544666818,-0.135779227,0.074046788,0.092341294,0.043289372,0
-0.051613811,0.087424719,0.389140842,0.009756812,-1.779340775,-0.662986826,-0.051922149,-0.032725046,-0.015523918,0
1.199947065,0.41468981,0.107947415,-0.062062984,0.281274369,-0.539287515,-0.109234816,-0.023596037,-0.052598661,0
-1.169962349,-0.50608134,-0.093421286,-0.172623213,0.411331069,1.094474855,0.13356836,0.105042524,-0.001516176,0
1.526954673,2.66754819,1.820634645,1.09255391,0.242731788,1.472370876,1.4917741,1.357693462,1.141112332,0
0.288710726,0.005716546,0.145170083,0.013720299,0.677199561,-0.616517069,0.200479309,0.098696513,0.043638377,0
-0.427650288,0.14225036,1.559886066,0.860306306,-0.284576284,-0.664635592,0.900063383,0.620013566,0.365719124,0
2.031464391,1.37913274,0.212462765,-0.115913829,2.646205514,-0.659474503,0.904158249,0.368324308,0.049413689,0
-0.052138774,0.289810975,1.423729881,0.946271476,-0.315076868,-0.526470331,0.988224027,0.881483773,0.713472335,0
0.639148713,0.115201992,0.26185234,0.143841904,0.121677388,0.428051022,0.012149661,0.009639327,-0.008495738,0
-0.524056639,-0.282274255,0.085628982,-0.086309261,1.272033462,-0.581559372,0.503615167,0.11602889,-0.030860302,0
0.345158025,0.643637388,0.774913273,0.125847492,0.641880254,0.282499923,0.247725445,0.151044806,0.095195372,0
0.748392421,0.170048133,0.091598024,-0.063946608,0.891861943,-0.624691383,0.019491655,0.003037449,-0.019592102,0
1.12976138,0.171405814,-0.117462071,0.000870815,-0.298885419,0.213358064,-0.371567794,-0.175200581,-0.077359599,0
-0.686738112,-0.002542627,1.382345898,0.69459992,-0.288349946,0.012645664,0.672321542,0.496427798,0.42858375,0
-1.338373282,-0.50648703,0.42964739,0.200122215,-0.953025424,-0.271398197,0.364655296,0.316507531,0.209616014,0
2.151780856,1.44621502,-0.093986964,-0.208970621,1.265076972,-0.663225219,0.224678174,0.031865076,0.008924027,0
0.330326822,0.061852771,0.151723085,0.031860319,0.560799713,0.179061062,-0.111950838,-0.054861196,-0.059452426,0
-0.344966482,0.863888753,3.951883858,3.563113023,-0.713549997,0.156251735,2.054062605,2.02734331,1.836564863,0
-1.083393338,-0.370034703,0.407145109,0.019080919,1.202518164,0.608532125,0.862834249,0.307266757,0.084869114,0
-1.198142339,-0.503875937,0.034045839,-0.066840946,-0.280283988,-0.558283054,-0.347861502,-0.176959045,-0.106698278,0
-0.431222565,0.014266278,0.692376183,0.135579383,3.031512406,4.101706781,1.21765068,0.425619819,0.10941526,0
-0.050501245,-0.129027819,0.180723057,-0.039206028,0.890026472,-0.588498359,0.166165182,-0.030205245,-0.063502083,0
0.22087861,0.137971279,-0.07385857,-0.237284216,2.007426187,-0.677745603,0.537231924,0.182807577,0.020439639,0
1.122765846,0.398176603,-0.043022224,-0.134645283,-0.378788549,0.556566482,-0.348891853,-0.180888226,-0.092225284,0
1.398004873,0.374330682,0.025367087,-0.043227226,0.014263474,-0.429764678,-0.27837337,-0.167493561,-0.112724661,0
-1.063234142,-0.538966395,-0.022187263,0.075472225,0.200342943,-0.667359492,-0.105189724,-0.051844878,-0.025196517,0
2.770699908,1.395019295,-0.056964154,-0.151123231,0.613154006,0.472046388,0.111249331,-0.062040166,-0.083459105,0
1.113969241,0.460133218,0.585222407,0.209788929,-0.542409606,-0.675054688,-0.278398834,-0.131424981,-0.085493317,0
5.826549934,3.912619667,-0.185323684,-0.175888832,0.301649616,-0.67579447,-0.072564783,-0.08724283,-0.055276342,0
0.784332319,0.691128845,0.970307885,0.381754347,1.48120305,-0.445487391,0.968681904,0.465652295,0.178182463,0
1.166645902,1.382657488,1.105677206,0.50878131,-0.01892045,0.72306588,0.202367453,0.235157785,0.193283358,0
1.65225343,0.890700034,0.030037869,-0.171512194,1.190841067,-0.634802599,0.465095492,0.153311153,-0.03144367,0
0.649176261,0.534871053,0.356571341,-0.051226658,0.218899491,-0.559262364,0.180086097,0.065326531,0.039768976,0
-1.522287078,-0.567082359,0.192275575,0.003473389,0.026376786,-0.246240359,-0.152473389,-0.089377477,-0.076898123,0
-1.468284055,-0.587268057,0.022170046,-0.044406237,-0.187781475,-0.430643647,-0.079297269,-0.056447407,-0.03142636,0
-1.464595182,-0.530602437,1.138267784,0.717280703,1.08319337,-0.666676252,0.321746883,0.255350168,0.197030184,0
1.281019307,0.204265182,-0.056945499,-0.044118429,0.454867195,0.345370909,-0.034050127,-0.05560489,-0.10080667,0
